"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: cacheEntryOverhead","Param: cacheMB","Param: fillByte","Param: preparation","Param: valueSize"
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p1.00","sample",1,1,98560.000000,NaN,"ns/op",1024,1,17,copyin,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion","sample",1,3750622,1851.668233,1.909571,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.00","sample",1,1,1166.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.50","sample",1,1,2164.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.90","sample",1,1,2208.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.95","sample",1,1,2208.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.99","sample",1,1,2416.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.999","sample",1,1,6792.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.9999","sample",1,1,21120.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p1.00","sample",1,1,1413120.000000,NaN,"ns/op",1024,1,17,copyin,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion","sample",1,3254202,3102.854010,1.721207,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.00","sample",1,1,2000.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.50","sample",1,1,3748.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.90","sample",1,1,3832.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.95","sample",1,1,3832.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.99","sample",1,1,4040.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.999","sample",1,1,9952.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p0.9999","sample",1,1,31526.953600,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromIndirectByteBufferGetRegion:putFromIndirectByteBufferGetRegion·p1.00","sample",1,1,160000.000000,NaN,"ns/op",1024,1,17,copyin,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,2841781,188.696911,0.787624,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,167.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,1416.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,7536.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,422912.000000,NaN,"ns/op",1024,1,17,none,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,2818107,190.877800,0.514968,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,167.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,1542.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,8665.081600,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,77056.000000,NaN,"ns/op",1024,1,17,none,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,2739378,196.407605,0.590158,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,208.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,1874.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,9826.980800,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,228608.000000,NaN,"ns/op",1024,1,17,none,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,2669044,200.335622,0.486831,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,208.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,1458.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,8000.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,85888.000000,NaN,"ns/op",1024,1,17,none,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,4002992,265.877283,1.450307,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,250.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,333.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,417.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,1542.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,8992.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,1667072.000000,NaN,"ns/op",1024,1,17,none,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,3191831,333.896335,2.564868,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,42.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,333.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,375.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,417.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,2124.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,11152.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,1806336.000000,NaN,"ns/op",1024,1,17,none,8192
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,3739833,725.859985,0.691053,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,292.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,583.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,1000.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,1000.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,1084.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,3916.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,14032.796800,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,92160.000000,NaN,"ns/op",1024,1,17,none,16384
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,3045921,1070.243914,268.493534,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,541.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,792.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,1624.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,1624.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,1666.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,5624.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,22708.198400,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,248512512.000000,NaN,"ns/op",1024,1,17,none,32768
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,3390278,2097.485781,2.594013,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,1124.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,1542.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,2916.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,2916.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,3040.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,7952.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,23612.428800,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,1851392.000000,NaN,"ns/op",1024,1,17,none,65536
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,2693520,199.042841,0.726663,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,208.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,209.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,1916.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,9231.099200,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,321536.000000,NaN,"ns/op",1024,1,17,copyin,10
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,4825906,216.537521,0.308657,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,41.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,208.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,250.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,250.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,250.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,1040.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,6952.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,58688.000000,NaN,"ns/op",1024,1,17,copyin,50
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,4571100,446.949893,1.952878,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,125.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,458.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,459.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,459.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,500.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,2124.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,11034.715200,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,2125824.000000,NaN,"ns/op",1024,1,17,copyin,512
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,2873330,715.871759,0.880530,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,208.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,708.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,709.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,750.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,792.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,4784.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.9999","sample",1,1,20053.340800,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p1.00","sample",1,1,153856.000000,NaN,"ns/op",1024,1,17,copyin,1024
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf","sample",1,3537484,2284.492391,2.098812,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.00","sample",1,1,1874.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.50","sample",1,1,2248.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.90","sample",1,1,2372.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.95","sample",1,1,2372.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.99","sample",1,1,2500.000000,NaN,"ns/op",1024,1,17,copyin,4096
"com.evolvedbinary.jnibench.jmhbench.PutJNIBenchmark.putFromNettyByteBuf:putFromNettyByteBuf·p0.999","sample",1,1,8208.000000,NaN,"ns/op",1024,1,17,copyin,4096
